rgb_img,depth_img,path,mu,nu,lin_vel,ang_vel,x,y,traversability,timestamps
color/color_1733907538247144350.png,depth/depth_1733907538248658782.png,path/path_17339075381.png,mu/mu_17339075381.png,nu/nu_17339075381.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5600647926330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -0.9740256667137146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0]","[0.0, 4.572722104969972e-16, -0.05654608207217096, -0.05654608207217096, 2.19166025437062e-06, 2.191660253770203e-06, 0.05654997715689473, 4.527520824616771e-06, 4.52752082634168e-06, 4.527520830792972e-06, 0.056553472116599814, 0.11310225865882356, 0.16963049107195005, 0.22615572019927965, 0.33912124748223493, 0.4521553617632732, 0.5086802007423087, 0.5652113820622566, 0.6782508793656307, -1.835656318317139e-15]","[0.0, 1.972822865206569e-13, -0.0284637671810689, -0.0284637671810689, -0.03178587769476991, -0.03178587769468632, -0.04497478299708161, -0.07342660194068794, -0.07342660194094004, -0.07342660194105655, -0.07434444499673687, -0.07407411360859308, 0.001264010930828549, 0.08218709445170524, 0.2748217121096853, 0.46394928517711653, 0.5457790677131498, 0.6154973034837967, 0.7431229887239457, -2.50146749274195e-13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.5989997766897646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135]",1733907538
color/color_1733907538444933111.png,depth/depth_1733907538445891423.png,path/path_17339075382.png,mu/mu_17339075382.png,nu/nu_17339075382.png,"[0.0, 0.0, 0.0, 0.0, 0.5600647926330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -0.9740256667137146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0]","[4.572722104969972e-16, -0.05654608207217096, -0.05654608207217096, 2.19166025437062e-06, 2.191660253770203e-06, 0.05654997715689473, 4.527520824616771e-06, 4.52752082634168e-06, 4.527520830792972e-06, 0.056553472116599814, 0.11310225865882356, 0.16963049107195005, 0.22615572019927965, 0.33912124748223493, 0.4521553617632732, 0.5086802007423087, 0.5652113820622566, 0.6782508793656307, 0.6782508793656288, 0.11308979945335361]","[1.972822865206569e-13, -0.0284637671810689, -0.0284637671810689, -0.03178587769476991, -0.03178587769468632, -0.04497478299708161, -0.07342660194068794, -0.07342660194094004, -0.07342660194105655, -0.07434444499673687, -0.07407411360859308, 0.001264010930828549, 0.08218709445170524, 0.2748217121096853, 0.46394928517711653, 0.5457790677131498, 0.6154973034837967, 0.7431229887239457, 0.7431229887236955, 0.04676210554689503]","[0.0, 0.0, 0.0, 0.0, 0.5989997766897646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879]",1733907538
color/color_1733907538644829289.png,depth/depth_1733907538644905164.png,path/path_17339075383.png,mu/mu_17339075383.png,nu/nu_17339075383.png,"[0.0, 0.0, 0.0, 0.5600647926330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251]","[0.0, 0.0, 0.0, -0.9740256667137146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284]","[-0.05654608207217142, -0.05654608207217142, 2.191660253912653e-06, 2.191660253312236e-06, 0.05654997715689427, 4.527520824158804e-06, 4.527520825883713e-06, 4.527520830335005e-06, 0.056553472116599356, 0.11310225865882312, 0.1696304910719496, 0.2261557201992792, 0.3391212474822345, 0.45215536176327276, 0.5086802007423082, 0.5652113820622562, 0.6782508793656302, 0.6782508793656283, 0.791340678818982, 3.252695742586057e-15]","[-0.028463767181266184, -0.028463767181266184, -0.0317858776949672, -0.031785877694883606, -0.044974782997278896, -0.07342660194088522, -0.07342660194113733, -0.07342660194125383, -0.07434444499693416, -0.07407411360879036, 0.0012640109306312625, 0.08218709445150796, 0.274821712109488, 0.46394928517691925, 0.5457790677129525, 0.6154973034835994, 0.7431229887237484, 0.7431229887234982, 0.7898850942703932, -7.144481943602923e-14]","[0.0, 0.0, 0.0, 0.5989997766897646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447]",1733907538
color/color_1733907539046314517.png,depth/depth_1733907539047670415.png,path/path_17339075384.png,mu/mu_17339075384.png,nu/nu_17339075384.png,"[0.0, 0.0, 0.5600647926330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0]","[0.0, 0.0, -0.9740256667137146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0]","[0.0, 0.05654827373242533, 0.05654827373242473, 0.11309605922906568, 0.05655060959299557, 0.0565506095929973, 0.05655060959300175, 0.11309955418877077, 0.16964834073099452, 0.22617657314412098, 0.2827018022714506, 0.39566732955440587, 0.5087014438354441, 0.5652262828144796, 0.6217574641344276, 0.7347969614378016, 0.7347969614377997, 0.8478867608911533, 0.8478867608911566, 0.11288778099865145]","[0.0, -0.0033221105137010154, -0.003322110513617425, -0.016511015816012716, -0.04496283475961904, -0.04496283475987115, -0.044962834759987656, -0.04588067781566797, -0.04561034642752418, 0.029727778111897446, 0.11065086163277414, 0.30328547929075417, 0.4924130523581854, 0.5742428348942186, 0.6439610706648655, 0.7715867559050145, 0.7715867559047643, 0.8183488614516594, 0.8183488614515879, 0.3440521156982401]","[0.0, 0.0, 0.5989997766897646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699]",1733907538
color/color_1733907539245750424.png,depth/depth_1733907539246786468.png,path/path_17339075390.png,mu/mu_17339075390.png,nu/nu_17339075390.png,"[0.0, 0.5600647926330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539]","[0.0, -0.9740256667137146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0]","[0.05654827373242533, 0.05654827373242473, 0.11309605922906568, 0.05655060959299557, 0.0565506095929973, 0.05655060959300175, 0.11309955418877077, 0.16964834073099452, 0.22617657314412098, 0.2827018022714506, 0.39566732955440587, 0.5087014438354441, 0.5652262828144796, 0.6217574641344276, 0.7347969614378016, 0.7347969614377997, 0.8478867608911533, 0.8478867608911566, 0.960774541889808, 0.05652999101436171]","[-0.0033221105137010154, -0.003322110513617425, -0.016511015816012716, -0.04496283475961904, -0.04496283475987115, -0.044962834759987656, -0.04588067781566797, -0.04561034642752418, 0.029727778111897446, 0.11065086163277414, 0.30328547929075417, 0.4924130523581854, 0.5742428348942186, 0.6439610706648655, 0.7715867559050145, 0.7715867559047643, 0.8183488614516594, 0.8183488614515879, 1.162400977149828, 0.07284450947142984]","[0.0, 0.5989997766897646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524]",1733907539
color/color_1733907539445500968.png,depth/depth_1733907539445785396.png,path/path_17339075391.png,mu/mu_17339075391.png,nu/nu_17339075391.png,"[0.5600647926330566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566]","[-0.9740256667137146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146]","[-6.004167089032776e-16, 0.05654778549664036, 2.335860570246151e-06, 2.3358605719710595e-06, 2.335860576422351e-06, 0.05655128045634544, 0.1131000669985692, 0.16962829941169566, 0.22615352853902526, 0.33911905582198054, 0.4521531701030188, 0.5086780090820543, 0.5652091904020022, 0.6782486877053763, 0.6782486877053744, 0.791338487158728, 0.7913384871587312, 0.9042262681573827, 0.9607562591717445, 0.11306094106485351]","[8.35904210504081e-14, -0.013188905302311699, -0.041640724245918026, -0.04164072424617014, -0.04164072424628664, -0.04255856730196696, -0.04228823591382316, 0.03304988862559846, 0.11397297214647516, 0.3066075898044552, 0.4957351628718864, 0.5775649454079196, 0.6472831811785665, 0.7749088664187155, 0.7749088664184653, 0.8216709719653603, 0.8216709719652888, 1.165723087663529, 1.2385675971349588, 0.1432581701035468]","[0.5989997766897646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411]",1733907539
color/color_1733907539647381170.png,depth/depth_1733907539647518936.png,path/path_17339075392.png,mu/mu_17339075392.png,nu/nu_17339075392.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0]","[0.05654778549664096, 2.3358605708498348e-06, 2.3358605725747433e-06, 2.335860577026035e-06, 0.05655128045634605, 0.11310006699856981, 0.16962829941169627, 0.22615352853902587, 0.33911905582198115, 0.4521531701030194, 0.508678009082055, 0.5652091904020029, 0.6782486877053769, 0.678248687705375, 0.7913384871587287, 0.7913384871587319, 0.9042262681573834, 0.9607562591717451, 1.0738172002365987, 0.22609885218533382]","[-0.01318890530239529, -0.04164072424600162, -0.04164072424625373, -0.041640724246370234, -0.04255856730205056, -0.04228823591390676, 0.03304988862551486, 0.11397297214639156, 0.3066075898043716, 0.4957351628718028, 0.577564945407836, 0.6472831811784829, 0.7749088664186319, 0.7749088664183817, 0.8216709719652768, 0.8216709719652053, 1.1657230876634455, 1.2385675971348753, 1.3818257672384222, 0.3284359297619561]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015]",1733907539
color/color_1733907540047138398.png,depth/depth_1733907540047369255.png,path/path_17339075400.png,mu/mu_17339075400.png,nu/nu_17339075400.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0]","[-0.05654544963607011, -0.05654544963606838, -0.056545449636063935, 3.4949597050859538e-06, 0.05655228150192884, 0.11308051391505532, 0.1696057430423849, 0.2825712703253402, 0.39560538460637845, 0.45213022358541394, 0.5086614049053618, 0.6217009022087359, 0.621700902208734, 0.7347907016620876, 0.7347907016620908, 0.8476784826607423, 0.904208473675104, 1.0172694147399575, 1.2433682669252912, 0.2823055312102253]","[-0.02845181894360633, -0.02845181894385844, -0.028451818943974947, -0.029369661999655267, -0.029099330611511473, 0.04623879392791015, 0.12716187744878685, 0.3197964951067669, 0.5089240681741981, 0.5907538507102313, 0.6604720864808783, 0.7880977717210272, 0.7880977717207771, 0.8348598772676721, 0.8348598772676006, 1.1789119929658407, 1.2517565024372705, 1.3950146725408175, 1.7234506023027736, 0.6032425062093492]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269]",1733907540
color/color_1733907540246676200.png,depth/depth_1733907540246542883.png,path/path_17339075401.png,mu/mu_17339075401.png,nu/nu_17339075401.png,"[0.0, 0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801, 0.557085394859314]","[0.0, 0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0, 0.9688441157341005]","[1.7249086717006276e-15, 6.176200295300236e-15, 0.0565489445957752, 0.11309773113799895, 0.1696259635511254, 0.22615119267845502, 0.3391167199614103, 0.45215083424244856, 0.5086756732214841, 0.565206854541432, 0.6782463518448061, 0.6782463518448042, 0.7913361512981578, 0.791336151298161, 0.9042239322968125, 0.9607539233111743, 1.0738148643760277, 1.2999137165613615, 1.5822192477715866, 0.11309718683335859]","[-2.5210951321919804e-13, -3.6861650709450506e-13, -0.000917843056048936, -0.0006475116679051425, 0.07469061287151649, 0.1556136963923932, 0.34824831405037326, 0.5373758871178045, 0.6192056696538377, 0.6889239054244847, 0.8165495906646336, 0.8165495906643835, 0.8633116962112786, 0.8633116962112071, 1.2073638119094472, 1.280208321380877, 1.4234664914844237, 1.7519024212463798, 2.3551449274557292, 0.0014861816301253716]","[0.0, 0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269, 0.5958132550147427]",1733907540
color/color_1733907540448422001.png,depth/depth_1733907540448512212.png,path/path_17339075402.png,mu/mu_17339075402.png,nu/nu_17339075402.png,"[0.0, 0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801, 0.557085394859314, 0.0]","[0.0, 0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0, 0.9688441157341005, 0.0]","[4.451291623599609e-15, 0.05654894459577347, 0.11309773113799723, 0.1696259635511237, 0.2261511926784533, 0.3391167199614086, 0.45215083424244684, 0.5086756732214823, 0.5652068545414303, 0.6782463518448043, 0.6782463518448024, 0.791336151298156, 0.7913361512981593, 0.9042239322968108, 0.9607539233111725, 1.073814864376026, 1.2999137165613597, 1.5822192477715848, 1.6953164346049434, 0.11309718172186786]","[-1.1650699387530704e-13, -0.0009178430557968265, -0.0006475116676530329, 0.07469061287176859, 0.15561369639264527, 0.3482483140506253, 0.5373758871180565, 0.6192056696540897, 0.6889239054247367, 0.8165495906648856, 0.8165495906646355, 0.8633116962115306, 0.8633116962114591, 1.2073638119096992, 1.280208321381129, 1.423466491484676, 1.751902421246632, 2.3551449274559815, 2.356631109086107, 0.0022578532102874443]","[0.0, 0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269, 0.5958132550147427, 0.6639302843677034]",1733907540
color/color_1733907540647618285.png,depth/depth_1733907540647417157.png,path/path_17339075403.png,mu/mu_17339075403.png,nu/nu_17339075403.png,"[0.0, 0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801, 0.557085394859314, 0.0, 0.0]","[0.0, 0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0, 0.9688441157341005, 0.0, 0.0]","[0.05654894459576902, 0.11309773113799278, 0.16962596355111925, 0.22615119267844885, 0.33911671996140413, 0.4521508342424424, 0.5086756732214779, 0.5652068545414258, 0.6782463518447999, 0.678246351844798, 0.7913361512981516, 0.7913361512981548, 0.9042239322968063, 0.960753923311168, 1.0738148643760215, 1.2999137165613552, 1.5822192477715804, 1.695316434604939, 1.8084136163268067, 0.16962018300333645]","[-0.0009178430556803195, -0.000647511667536526, 0.0746906128718851, 0.1556136963927618, 0.34824831405074186, 0.5373758871181731, 0.6192056696542063, 0.6889239054248533, 0.8165495906650022, 0.8165495906647521, 0.8633116962116472, 0.8633116962115757, 1.2073638119098158, 1.2802083213812456, 1.4234664914847923, 1.7519024212467484, 2.355144927456098, 2.3566311090862233, 2.358888962296511, 0.08755358629209814]","[0.0, 0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269, 0.5958132550147427, 0.6639302843677034, 0.6639302843677034]",1733907540
color/color_1733907541048065086.png,depth/depth_1733907541048242181.png,path/path_17339075410.png,mu/mu_17339075410.png,nu/nu_17339075410.png,"[0.0, 0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801, 0.557085394859314, 0.0, 0.0, 0.5572390556335449]","[0.0, 0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0, 0.9688441157341005, 0.0, 0.0, -0.969111442565918]","[0.056548786542223756, 0.11307701895535023, 0.16960224808267982, 0.2825677753656351, 0.39560188964667337, 0.45212672862570885, 0.5086579099456567, 0.6216974072490308, 0.6216974072490289, 0.7347872067023825, 0.7347872067023857, 0.8476749877010372, 0.904204978715399, 1.0172659197802525, 1.2433647719655863, 1.5256703031758114, 1.63876749000917, 1.7518646717310378, 1.9214848547343741, 0.3386711737441762]","[0.00027033138814379354, 0.07560845592756542, 0.15653153944844211, 0.3491661571064222, 0.5382937301738534, 0.6201235127098866, 0.6898417484805336, 0.8174674337206825, 0.8174674337204324, 0.8642295392673274, 0.8642295392672559, 1.208281654965496, 1.2811261644369258, 1.4243843345404725, 1.7528202643024287, 2.3560627705117776, 2.357548952141903, 2.3598068053521906, 2.4473603916442888, 0.7923826320813856]","[0.0, 0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269, 0.5958132550147427, 0.6639302843677034, 0.6639302843677034, 0.5959775980883675]",1733907541
color/color_1733907541247781460.png,depth/depth_1733907541247927706.png,path/path_17339075411.png,mu/mu_17339075411.png,nu/nu_17339075411.png,"[0.5600869655609131, 0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801, 0.557085394859314, 0.0, 0.0, 0.5572390556335449, 1.1127675771713257]","[0.974064290523529, 0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0, 0.9688441157341005, 0.0, 0.0, -0.969111442565918, 0.0]","[0.056528232413126475, 0.11305346154045606, 0.22601898882341132, 0.3390531031044496, 0.39557794208348507, 0.452109123403433, 0.565148620706807, 0.5651486207068052, 0.6782384201601588, 0.678238420160162, 0.7911262011588135, 0.8476561921731752, 0.9607171332380288, 1.1868159854233626, 1.4691215166335878, 1.5822187034669464, 1.6953158851888142, 1.8649360681921505, 2.203607241936327, 0.2261309626620539]","[0.07533812453942162, 0.1562612080602983, 0.3488958257182784, 0.5380233987857096, 0.6198531813217428, 0.6895714170923898, 0.8171971023325387, 0.8171971023322886, 0.8639592078791836, 0.8639592078791121, 1.2080113235773522, 1.280855833048782, 1.424114003152329, 1.752549932914285, 2.3557924391236345, 2.35727862075376, 2.3595364739640474, 2.4470900602561456, 3.2394726923375314, 0.23308449374296672]","[0.5990234910510479, 0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269, 0.5958132550147427, 0.6639302843677034, 0.6639302843677034, 0.5959775980883675, 0.7489943995220918]",1733907541
color/color_1733907541448627066.png,depth/depth_1733907541449109582.png,path/path_17339075412.png,mu/mu_17339075412.png,nu/nu_17339075412.png,"[0.0, 0.0, 0.5599982142448425, 1.1200852394104004, 0.5600647926330566, 0.5601091384887695, 0.0, 0.0, 0.5565370917320251, 0.0, 1.120218276977539, 0.5600647926330566, 1.1201295852661133, 2.240170478820801, 0.557085394859314, 0.0, 0.0, 0.5572390556335449, 1.1127675771713257, 1.6695455312728882]","[0.0, 0.0, 0.9739099740982056, 0.0, 0.9740256667137146, 0.9741029143333436, 0.0, 0.0, -0.9678906202316284, 0.0, 0.0, 0.9740256667137146, 0.0, 0.0, 0.9688441157341005, 0.0, 0.0, -0.969111442565918, 0.0, -0.9678524732589722]","[0.05652522912732959, 0.16949075641028485, 0.2825248706913231, 0.3390497096703586, 0.39558089099030647, 0.5086203882936805, 0.5086203882936786, 0.6217101877470322, 0.6217101877470355, 0.734597968745687, 0.7911279597600487, 0.9041889008249022, 1.130287753010236, 1.4125932842204612, 1.5256904710538197, 1.6387876527756875, 1.8084078357790239, 2.1470790095232, 2.373209972185254, 0.22616228314434722]","[0.0809230835208767, 0.27355770117885675, 0.46268527424628797, 0.5445150567823211, 0.6142332925529681, 0.741858977793117, 0.7418589777928669, 0.788621083339762, 0.7886210833396905, 1.1326731990379306, 1.2055177085093605, 1.3487758786129072, 1.6772118083748633, 2.2804543145842127, 2.281940496214338, 2.2841983494246256, 2.371751935716724, 3.1641345677981096, 3.3972190615410764, 0.1358664624957505]","[0.5989760304543397, 0.6659840203028932, 0.5989285698576315, 0.6492438879899318, 0.6492438879899318, 0.5990472054123313, 0.5977579388871135, 0.5971370199857879, 0.5952268345592447, 0.6647422037496699, 0.6985566528122524, 0.7497499441724411, 0.7189626063409015, 0.6987032579261269, 0.5958132550147427, 0.6639302843677034, 0.6639302843677034, 0.5959775980883675, 0.7489943995220918, 0.7591955196176734]",1733907541
